freq,psd_x,psd_y,psd_z,psd_xyz
133.4,2.908e+04,6.325e+02,2.312e+03,3.203e+04
135.0,8.856e+03,2.000e+02,1.625e+03,1.068e+04
136.5,7.989e+03,1.771e+02,1.797e+03,9.963e+03
138.1,7.297e+03,1.375e+02,2.052e+03,9.486e+03
139.7,6.484e+03,1.160e+02,2.571e+03,9.171e+03
141.2,5.616e+03,1.381e+02,3.036e+03,8.790e+03
142.8,4.865e+03,1.869e+02,3.378e+03,8.430e+03
144.4,4.281e+03,1.975e+02,3.515e+03,7.993e+03
145.9,4.171e+03,2.447e+02,3.542e+03,7.957e+03
147.5,3.925e+03,3.530e+02,3.358e+03,7.636e+03
149.1,3.060e+03,3.800e+02,3.012e+03,6.452e+03
150.7,2.285e+03,4.036e+02,2.597e+03,5.286e+03
152.2,2.052e+03,5.033e+02,2.421e+03,4.976e+03
153.8,1.999e+03,6.291e+02,2.447e+03,5.075e+03
155.4,1.828e+03,8.440e+02,2.599e+03,5.271e+03
156.9,1.480e+03,1.261e+03,2.400e+03,5.141e+03
158.5,1.102e+03,1.636e+03,1.811e+03,4.549e+03
160.1,9.380e+02,1.689e+03,1.272e+03,3.899e+03
161.6,8.077e+02,1.645e+03,8.269e+02,3.280e+03
163.2,6.141e+02,1.603e+03,5.674e+02,2.784e+03
164.8,5.849e+02,1.939e+03,5.837e+02,3.108e+03
166.3,5.802e+02,2.308e+03,6.388e+02,3.527e+03
167.9,5.886e+02,2.477e+03,6.920e+02,3.757e+03
169.5,7.014e+02,2.212e+03,7.781e+02,3.691e+03
171.1,1.059e+03,1.204e+03,8.833e+02,3.146e+03
172.6,1.702e+03,3.948e+02,1.100e+03,3.196e+03
174.2,2.026e+03,3.265e+02,1.199e+03,3.552e+03
175.8,2.158e+03,4.170e+02,1.166e+03,3.742e+03
177.3,2.039e+03,4.885e+02,1.001e+03,3.528e+03
178.9,1.883e+03,4.990e+02,8.570e+02,3.239e+03
180.5,2.053e+03,4.712e+02,8.388e+02,3.363e+03
182.0,2.413e+03,4.450e+02,8.035e+02,3.662e+03
183.6,2.840e+03,5.160e+02,7.145e+02,4.070e+03
185.2,3.168e+03,6.257e+02,6.850e+02,4.479e+03
186.7,3.374e+03,6.875e+02,7.127e+02,4.774e+03
188.3,3.786e+03,7.204e+02,7.319e+02,5.238e+03
189.9,4.682e+03,8.312e+02,7.828e+02,6.296e+03
191.5,5.681e+03,1.033e+03,9.126e+02,7.627e+03
193.0,6.368e+03,1.241e+03,1.024e+03,8.633e+03
194.6,7.070e+03,1.398e+03,1.133e+03,9.600e+03
196.2,7.306e+03,1.496e+03,1.054e+03,9.856e+03
197.7,7.466e+03,1.640e+03,9.813e+02,1.009e+04
199.3,8.478e+03,1.927e+03,1.186e+03,1.159e+04
