freq,psd_x,psd_y,psd_z,psd_xyz
109.7,6.882e+04,2.947e+03,6.580e+03,7.835e+04
111.3,6.360e+04,2.439e+03,5.543e+03,7.159e+04
112.9,8.930e+04,3.065e+03,6.998e+03,9.936e+04
114.4,9.083e+04,2.704e+03,6.381e+03,9.991e+04
116.0,8.334e+04,2.121e+03,5.157e+03,9.061e+04
117.6,8.896e+04,1.948e+03,4.790e+03,9.570e+04
119.2,8.807e+04,1.967e+03,4.141e+03,9.418e+04
120.7,8.966e+04,2.225e+03,3.668e+03,9.556e+04
122.3,7.602e+04,2.158e+03,2.644e+03,8.082e+04
123.9,8.404e+04,2.112e+03,2.306e+03,8.846e+04
125.4,7.318e+04,1.535e+03,1.709e+03,7.642e+04
127.0,7.435e+04,1.497e+03,2.163e+03,7.801e+04
128.6,7.641e+04,1.331e+03,2.508e+03,8.025e+04
130.1,6.787e+04,1.632e+03,3.221e+03,7.272e+04
131.7,6.403e+04,2.454e+03,3.738e+03,7.022e+04
133.3,3.118e+04,1.891e+03,2.741e+03,3.581e+04
134.8,7.859e+03,8.223e+02,1.915e+03,1.060e+04
136.4,6.421e+03,7.407e+02,2.135e+03,9.296e+03
138.0,5.707e+03,5.885e+02,2.418e+03,8.714e+03
139.5,5.132e+03,4.309e+02,2.902e+03,8.464e+03
141.1,4.643e+03,3.210e+02,3.302e+03,8.267e+03
142.7,4.286e+03,2.644e+02,3.517e+03,8.067e+03
144.2,3.787e+03,2.305e+02,3.581e+03,7.598e+03
145.8,3.733e+03,3.099e+02,3.797e+03,7.840e+03
147.4,3.519e+03,4.220e+02,3.729e+03,7.669e+03
148.9,3.136e+03,5.974e+02,3.760e+03,7.494e+03
150.5,1.727e+03,4.665e+02,2.141e+03,4.335e+03
152.1,1.477e+03,6.081e+02,2.176e+03,4.261e+03
153.6,1.976e+03,1.041e+03,3.603e+03,6.620e+03
155.2,1.507e+03,1.200e+03,3.258e+03,5.966e+03
156.8,1.239e+03,1.659e+03,2.948e+03,5.846e+03
158.3,9.404e+02,1.923e+03,2.278e+03,5.141e+03
159.9,7.988e+02,2.099e+03,1.680e+03,4.578e+03
161.5,7.826e+02,2.179e+03,1.315e+03,4.277e+03
163.0,6.479e+02,2.222e+03,1.253e+03,4.124e+03
164.6,6.227e+02,2.423e+03,1.439e+03,4.485e+03
166.2,6.326e+02,2.470e+03,1.504e+03,4.606e+03
167.8,5.383e+02,2.297e+03,1.395e+03,4.231e+03
169.3,4.379e+02,1.691e+03,1.126e+03,3.255e+03
170.9,8.363e+02,8.674e+02,7.958e+02,2.500e+03
172.5,1.685e+03,3.348e+02,6.560e+02,2.676e+03
174.0,2.330e+03,3.290e+02,8.859e+02,3.545e+03
175.6,1.904e+03,3.670e+02,8.221e+02,3.093e+03
177.2,2.130e+03,3.969e+02,8.340e+02,3.361e+03
178.7,1.985e+03,3.409e+02,6.698e+02,2.995e+03
180.3,2.050e+03,3.285e+02,6.071e+02,2.986e+03
181.9,2.334e+03,3.089e+02,5.811e+02,3.224e+03
183.4,2.544e+03,3.214e+02,5.120e+02,3.377e+03
185.0,2.741e+03,3.561e+02,5.146e+02,3.611e+03
186.6,3.022e+03,4.147e+02,5.706e+02,4.007e+03
188.1,3.483e+03,4.903e+02,6.185e+02,4.591e+03
189.7,4.304e+03,5.678e+02,6.516e+02,5.523e+03
191.3,5.465e+03,7.786e+02,7.681e+02,7.012e+03
192.8,4.338e+03,8.093e+02,7.194e+02,5.867e+03
194.4,4.933e+03,9.954e+02,8.456e+02,6.774e+03
196.0,6.090e+03,1.165e+03,9.240e+02,8.179e+03
197.5,6.415e+03,1.173e+03,9.039e+02,8.492e+03
199.1,7.248e+03,1.440e+03,1.064e+03,9.753e+03
