freq,psd_x,psd_y,psd_z,psd_xyz
181.9,5.337e+03,5.498e+03,2.330e+03,1.316e+04
183.5,4.768e+03,5.226e+03,2.096e+03,1.209e+04
185.0,4.166e+03,5.049e+03,1.951e+03,1.117e+04
186.6,3.997e+03,5.175e+03,1.900e+03,1.107e+04
188.2,4.219e+03,5.613e+03,1.964e+03,1.180e+04
189.8,4.205e+03,5.576e+03,1.978e+03,1.176e+04
191.3,3.310e+03,4.532e+03,1.627e+03,9.470e+03
192.9,4.536e+03,6.018e+03,1.861e+03,1.241e+04
194.5,5.172e+03,6.610e+03,2.008e+03,1.379e+04
196.0,4.827e+03,6.204e+03,1.756e+03,1.279e+04
197.6,5.069e+03,6.318e+03,1.636e+03,1.302e+04
199.2,5.948e+03,7.160e+03,1.728e+03,1.484e+04
