freq,psd_x,psd_y,psd_z,psd_xyz
94.4,3.121e+05,9.108e+03,2.190e+04,3.432e+05
96.0,2.996e+05,8.731e+03,2.108e+04,3.294e+05
97.5,3.086e+05,8.150e+03,2.111e+04,3.378e+05
99.1,3.007e+05,6.088e+03,2.065e+04,3.274e+05
100.7,2.783e+05,6.283e+03,2.198e+04,3.066e+05
102.3,2.737e+05,8.936e+03,2.348e+04,3.062e+05
103.8,2.657e+05,1.012e+04,2.241e+04,2.982e+05
105.4,2.480e+05,1.017e+04,1.960e+04,2.778e+05
107.0,2.503e+05,1.194e+04,1.932e+04,2.815e+05
108.5,2.505e+05,1.444e+04,1.986e+04,2.848e+05
110.1,2.471e+05,1.799e+04,2.060e+04,2.857e+05
111.7,2.460e+05,2.176e+04,2.134e+04,2.891e+05
113.3,2.477e+05,2.604e+04,2.111e+04,2.948e+05
114.8,2.502e+05,3.056e+04,2.041e+04,3.012e+05
116.4,2.482e+05,3.515e+04,1.907e+04,3.024e+05
118.0,2.438e+05,3.924e+04,1.756e+04,3.006e+05
119.6,2.282e+05,4.003e+04,1.525e+04,2.835e+05
121.1,2.191e+05,4.190e+04,1.376e+04,2.748e+05
122.7,2.168e+05,4.915e+04,1.405e+04,2.800e+05
124.3,2.098e+05,5.895e+04,1.504e+04,2.838e+05
125.8,2.012e+05,6.283e+04,1.462e+04,2.787e+05
127.4,1.937e+05,6.778e+04,1.521e+04,2.767e+05
129.0,1.935e+05,8.291e+04,2.046e+04,2.969e+05
130.6,2.141e+05,1.163e+05,3.367e+04,3.641e+05
132.1,2.189e+05,1.365e+05,4.624e+04,4.017e+05
133.7,8.055e+04,4.698e+04,1.657e+04,1.441e+05
135.3,2.892e+04,1.456e+04,4.113e+03,4.759e+04
136.9,2.884e+04,1.539e+04,4.506e+03,4.874e+04
138.4,2.594e+04,1.447e+04,4.430e+03,4.484e+04
140.0,2.248e+04,1.246e+04,4.077e+03,3.902e+04
141.6,2.224e+04,1.235e+04,4.854e+03,3.945e+04
143.2,2.176e+04,1.264e+04,5.751e+03,4.015e+04
144.7,1.927e+04,1.308e+04,5.370e+03,3.772e+04
146.3,1.534e+04,1.142e+04,4.114e+03,3.087e+04
147.9,1.244e+04,8.963e+03,3.422e+03,2.483e+04
149.4,1.018e+04,6.583e+03,3.116e+03,1.988e+04
151.0,7.433e+03,4.871e+03,2.426e+03,1.473e+04
152.6,4.456e+03,3.161e+03,1.662e+03,9.280e+03
154.2,2.725e+03,2.273e+03,1.177e+03,6.175e+03
155.7,1.773e+03,1.924e+03,9.596e+02,4.657e+03
157.3,1.583e+03,2.297e+03,1.055e+03,4.934e+03
158.9,1.926e+03,2.911e+03,1.124e+03,5.960e+03
160.5,2.455e+03,3.406e+03,9.661e+02,6.827e+03
162.0,3.437e+03,3.385e+03,7.083e+02,7.530e+03
163.6,4.877e+03,3.448e+03,5.316e+02,8.857e+03
165.2,6.322e+03,4.077e+03,5.023e+02,1.090e+04
166.8,7.568e+03,4.940e+03,5.792e+02,1.309e+04
168.3,8.687e+03,5.155e+03,8.624e+02,1.470e+04
169.9,8.714e+03,5.550e+03,1.190e+03,1.545e+04
171.5,8.063e+03,5.577e+03,1.760e+03,1.540e+04
173.0,7.190e+03,4.924e+03,2.236e+03,1.435e+04
174.6,5.688e+03,3.804e+03,2.168e+03,1.166e+04
176.2,4.748e+03,2.861e+03,2.005e+03,9.613e+03
177.8,3.994e+03,2.233e+03,1.741e+03,7.968e+03
179.3,3.312e+03,1.915e+03,1.533e+03,6.760e+03
180.9,2.780e+03,1.639e+03,1.340e+03,5.759e+03
182.5,2.476e+03,1.380e+03,1.119e+03,4.976e+03
184.1,2.219e+03,1.261e+03,9.220e+02,4.402e+03
185.6,2.048e+03,1.165e+03,8.041e+02,4.018e+03
187.2,2.100e+03,1.125e+03,7.639e+02,3.989e+03
188.8,2.484e+03,1.195e+03,7.672e+02,4.446e+03
190.3,2.849e+03,1.349e+03,7.945e+02,4.993e+03
191.9,3.049e+03,1.454e+03,8.236e+02,5.326e+03
193.5,3.395e+03,1.576e+03,8.811e+02,5.852e+03
195.1,3.723e+03,1.706e+03,9.227e+02,6.352e+03
196.6,3.561e+03,1.741e+03,8.607e+02,6.163e+03
198.2,3.554e+03,1.822e+03,8.640e+02,6.240e+03
199.8,3.961e+03,1.885e+03,9.262e+02,6.772e+03
