freq,psd_x,psd_y,psd_z,psd_xyz
83.1,9.789e+04,1.099e+05,4.309e+04,2.509e+05
84.7,1.125e+05,1.371e+05,4.661e+04,2.962e+05
86.2,1.169e+05,1.402e+05,4.289e+04,3.000e+05
87.8,1.269e+05,1.384e+05,3.733e+04,3.026e+05
89.4,1.249e+05,1.322e+05,3.239e+04,2.894e+05
90.9,1.203e+05,1.250e+05,2.938e+04,2.747e+05
92.5,9.845e+04,1.081e+05,2.536e+04,2.320e+05
94.1,7.528e+04,1.007e+05,2.335e+04,1.994e+05
95.6,7.559e+04,1.085e+05,2.569e+04,2.098e+05
97.2,5.802e+04,9.636e+04,2.359e+04,1.780e+05
98.8,4.211e+04,9.747e+04,2.319e+04,1.628e+05
100.3,2.429e+04,8.082e+04,1.751e+04,1.226e+05
101.9,1.754e+04,6.717e+04,1.290e+04,9.761e+04
103.5,1.134e+04,4.992e+04,8.768e+03,7.002e+04
105.0,9.574e+03,3.298e+04,5.005e+03,4.756e+04
106.6,1.199e+04,2.488e+04,3.167e+03,4.004e+04
108.2,1.809e+04,1.587e+04,1.985e+03,3.594e+04
109.7,2.090e+04,1.104e+04,2.639e+03,3.457e+04
111.3,1.235e+04,6.648e+03,3.559e+03,2.256e+04
112.9,1.640e+04,6.510e+03,4.343e+03,2.726e+04
114.4,1.951e+04,8.591e+03,5.262e+03,3.336e+04
116.0,1.461e+04,9.841e+03,5.258e+03,2.971e+04
117.6,1.435e+04,1.314e+04,6.936e+03,3.443e+04
119.1,1.423e+04,1.814e+04,9.471e+03,4.184e+04
120.7,1.015e+04,2.079e+04,9.302e+03,4.024e+04
122.3,7.113e+03,2.449e+04,8.864e+03,4.047e+04
123.8,6.398e+03,3.038e+04,9.091e+03,4.586e+04
125.4,5.111e+03,3.428e+04,8.171e+03,4.757e+04
127.0,4.303e+03,4.453e+04,9.063e+03,5.790e+04
128.5,5.063e+03,5.460e+04,9.710e+03,6.937e+04
130.1,6.057e+03,5.399e+04,8.793e+03,6.884e+04
131.7,6.165e+03,4.523e+04,7.468e+03,5.886e+04
133.2,2.744e+03,1.769e+04,2.853e+03,2.329e+04
134.8,8.822e+02,4.685e+03,6.793e+02,6.247e+03
136.4,1.013e+03,3.784e+03,4.590e+02,5.256e+03
138.0,1.228e+03,3.369e+03,4.488e+02,5.046e+03
139.5,1.417e+03,3.282e+03,5.177e+02,5.217e+03
141.1,1.100e+03,2.354e+03,4.449e+02,3.899e+03
142.7,1.324e+03,2.254e+03,5.453e+02,4.124e+03
144.2,1.590e+03,2.598e+03,7.547e+02,4.942e+03
145.8,1.362e+03,2.280e+03,7.436e+02,4.385e+03
147.4,1.189e+03,2.313e+03,8.871e+02,4.390e+03
148.9,7.399e+02,2.237e+03,1.272e+03,4.249e+03
150.5,3.747e+02,2.319e+03,1.696e+03,4.390e+03
152.1,2.386e+02,2.374e+03,1.508e+03,4.121e+03
153.6,2.561e+02,2.998e+03,1.918e+03,5.172e+03
155.2,2.536e+02,2.603e+03,1.992e+03,4.848e+03
156.8,3.408e+02,1.936e+03,1.974e+03,4.251e+03
158.3,4.506e+02,1.269e+03,1.991e+03,3.710e+03
159.9,5.634e+02,9.884e+02,2.040e+03,3.592e+03
161.5,6.947e+02,8.137e+02,1.975e+03,3.483e+03
163.0,8.633e+02,7.664e+02,1.986e+03,3.616e+03
164.6,1.093e+03,8.225e+02,2.050e+03,3.965e+03
166.2,1.248e+03,8.381e+02,2.125e+03,4.212e+03
167.7,1.323e+03,9.219e+02,1.900e+03,4.145e+03
169.3,1.696e+03,1.216e+03,2.003e+03,4.915e+03
170.9,1.861e+03,1.465e+03,1.764e+03,5.089e+03
172.4,1.951e+03,1.790e+03,1.547e+03,5.288e+03
174.0,2.000e+03,1.963e+03,1.422e+03,5.385e+03
175.6,2.021e+03,2.126e+03,1.450e+03,5.597e+03
177.1,1.911e+03,2.059e+03,1.440e+03,5.411e+03
178.7,1.597e+03,1.998e+03,1.362e+03,4.958e+03
180.3,1.143e+03,1.894e+03,1.063e+03,4.100e+03
181.8,1.378e+03,1.945e+03,1.498e+03,4.822e+03
183.4,1.207e+03,2.164e+03,1.382e+03,4.753e+03
185.0,1.104e+03,2.345e+03,1.326e+03,4.775e+03
186.5,1.037e+03,2.024e+03,1.317e+03,4.378e+03
188.1,1.146e+03,1.910e+03,1.231e+03,4.287e+03
189.7,1.311e+03,1.655e+03,9.946e+02,3.960e+03
191.3,1.632e+03,1.743e+03,1.614e+03,4.988e+03
192.8,1.308e+03,1.699e+03,1.651e+03,4.658e+03
194.4,1.297e+03,1.930e+03,1.723e+03,4.950e+03
196.0,1.469e+03,2.103e+03,1.529e+03,5.101e+03
197.5,1.485e+03,2.159e+03,1.143e+03,4.787e+03
199.1,1.732e+03,2.361e+03,9.565e+02,5.049e+03
