freq,psd_x,psd_y,psd_z,psd_xyz
50.2,1.984e+04,1.358e+04,2.875e+05,3.210e+05
51.8,2.117e+04,1.308e+04,2.368e+05,2.711e+05
53.3,1.754e+04,1.272e+04,2.041e+05,2.344e+05
54.9,1.073e+04,1.371e+04,1.579e+05,1.824e+05
56.5,3.846e+03,1.425e+04,1.018e+05,1.199e+05
58.0,1.123e+03,1.137e+04,6.843e+04,8.093e+04
59.6,1.319e+03,1.211e+04,5.461e+04,6.804e+04
61.2,2.497e+03,1.633e+04,4.847e+04,6.730e+04
62.7,3.158e+03,2.243e+04,4.381e+04,6.940e+04
64.3,3.711e+03,2.893e+04,3.665e+04,6.929e+04
65.9,4.642e+03,3.688e+04,3.297e+04,7.449e+04
67.4,7.193e+03,4.667e+04,3.221e+04,8.607e+04
69.0,1.135e+04,5.403e+04,3.480e+04,1.002e+05
70.6,1.414e+04,6.047e+04,3.881e+04,1.134e+05
72.2,1.674e+04,6.936e+04,4.214e+04,1.282e+05
73.7,2.184e+04,7.874e+04,4.472e+04,1.453e+05
75.3,2.286e+04,8.851e+04,4.461e+04,1.560e+05
76.9,2.111e+04,1.054e+05,4.457e+04,1.710e+05
78.4,2.175e+04,1.332e+05,4.645e+04,2.014e+05
80.0,2.443e+04,1.714e+05,4.824e+04,2.441e+05
81.6,2.703e+04,2.045e+05,4.736e+04,2.788e+05
83.1,2.611e+04,2.175e+05,4.243e+04,2.861e+05
84.7,2.517e+04,2.268e+05,3.731e+04,2.893e+05
86.3,2.341e+04,2.277e+05,3.178e+04,2.829e+05
87.8,2.130e+04,2.192e+05,2.570e+04,2.662e+05
89.4,2.266e+04,2.038e+05,2.031e+04,2.467e+05
91.0,2.738e+04,1.830e+05,1.613e+04,2.265e+05
92.5,3.274e+04,1.591e+05,1.291e+04,2.048e+05
94.1,3.645e+04,1.312e+05,1.057e+04,1.782e+05
95.7,3.913e+04,1.068e+05,9.064e+03,1.550e+05
97.2,4.038e+04,9.011e+04,7.806e+03,1.383e+05
98.8,3.870e+04,7.671e+04,6.806e+03,1.222e+05
100.4,3.717e+04,6.416e+04,6.177e+03,1.075e+05
102.0,3.168e+04,4.799e+04,5.882e+03,8.556e+04
103.5,2.404e+04,3.162e+04,6.166e+03,6.182e+04
105.1,1.870e+04,1.898e+04,6.317e+03,4.400e+04
106.7,1.469e+04,1.222e+04,7.379e+03,3.429e+04
108.2,1.321e+04,7.815e+03,8.929e+03,2.996e+04
109.8,1.540e+04,5.321e+03,1.071e+04,3.144e+04
111.4,1.856e+04,4.927e+03,1.203e+04,3.552e+04
112.9,2.174e+04,5.298e+03,1.250e+04,3.954e+04
114.5,2.409e+04,5.958e+03,1.295e+04,4.300e+04
116.1,2.666e+04,6.817e+03,1.337e+04,4.685e+04
117.6,2.825e+04,7.239e+03,1.342e+04,4.891e+04
119.2,2.928e+04,8.232e+03,1.325e+04,5.076e+04
120.8,2.517e+04,9.962e+03,1.201e+04,4.714e+04
122.3,1.808e+04,9.847e+03,1.023e+04,3.816e+04
123.9,1.551e+04,9.090e+03,9.527e+03,3.413e+04
125.5,1.311e+04,9.724e+03,9.652e+03,3.249e+04
127.0,1.019e+04,1.170e+04,1.019e+04,3.208e+04
128.6,7.147e+03,1.537e+04,1.115e+04,3.367e+04
130.2,4.809e+03,2.146e+04,1.204e+04,3.831e+04
131.8,4.999e+03,2.710e+04,1.229e+04,4.439e+04
133.3,2.858e+03,1.279e+04,5.075e+03,2.073e+04
134.9,1.874e+03,1.629e+03,3.170e+02,3.820e+03
136.5,2.549e+03,9.510e+02,1.129e+02,3.613e+03
138.0,3.134e+03,8.392e+02,1.219e+02,4.095e+03
139.6,3.427e+03,9.264e+02,1.823e+02,4.536e+03
141.2,3.526e+03,1.123e+03,2.532e+02,4.902e+03
142.7,3.652e+03,1.214e+03,3.184e+02,5.185e+03
144.3,3.721e+03,1.391e+03,4.678e+02,5.580e+03
145.9,3.756e+03,1.542e+03,7.224e+02,6.021e+03
147.4,3.821e+03,1.693e+03,1.167e+03,6.681e+03
149.0,3.502e+03,1.779e+03,2.280e+03,7.561e+03
150.6,3.059e+03,1.875e+03,3.657e+03,8.590e+03
152.1,2.709e+03,1.795e+03,4.325e+03,8.829e+03
153.7,2.306e+03,1.809e+03,4.761e+03,8.877e+03
155.3,2.129e+03,2.121e+03,4.776e+03,9.026e+03
156.8,2.071e+03,2.310e+03,4.616e+03,8.997e+03
158.4,2.025e+03,2.320e+03,4.486e+03,8.831e+03
160.0,2.210e+03,2.384e+03,4.500e+03,9.095e+03
161.6,2.409e+03,2.438e+03,4.683e+03,9.529e+03
163.1,2.698e+03,2.685e+03,4.632e+03,1.001e+04
164.7,2.745e+03,2.863e+03,4.842e+03,1.045e+04
166.3,2.568e+03,3.273e+03,4.875e+03,1.072e+04
167.8,2.294e+03,3.660e+03,4.566e+03,1.052e+04
169.4,2.033e+03,3.713e+03,4.224e+03,9.970e+03
171.0,2.016e+03,3.767e+03,4.358e+03,1.014e+04
172.5,2.216e+03,3.866e+03,4.279e+03,1.036e+04
174.1,2.246e+03,3.913e+03,3.876e+03,1.003e+04
175.7,2.143e+03,4.075e+03,3.329e+03,9.547e+03
177.2,1.939e+03,3.749e+03,3.025e+03,8.713e+03
178.8,1.753e+03,3.205e+03,2.723e+03,7.681e+03
180.4,1.726e+03,2.917e+03,2.637e+03,7.280e+03
181.9,1.753e+03,2.597e+03,2.501e+03,6.851e+03
183.5,1.739e+03,2.286e+03,2.326e+03,6.351e+03
185.1,1.819e+03,2.052e+03,2.297e+03,6.168e+03
186.7,1.805e+03,2.029e+03,2.208e+03,6.043e+03
188.2,1.685e+03,2.174e+03,1.814e+03,5.673e+03
189.8,1.611e+03,2.203e+03,1.480e+03,5.295e+03
191.4,1.458e+03,2.037e+03,1.358e+03,4.853e+03
192.9,1.385e+03,1.852e+03,1.228e+03,4.465e+03
194.5,1.339e+03,1.640e+03,1.237e+03,4.216e+03
196.1,1.307e+03,1.560e+03,1.420e+03,4.286e+03
197.6,1.387e+03,1.603e+03,1.543e+03,4.533e+03
199.2,1.421e+03,1.589e+03,1.452e+03,4.462e+03
