freq,psd_x,psd_y,psd_z,psd_xyz
59.7,7.800e+02,8.734e+03,4.913e+04,5.864e+04
61.2,1.250e+03,8.875e+03,3.830e+04,4.843e+04
62.8,1.641e+03,8.729e+03,3.188e+04,4.225e+04
64.4,1.544e+03,9.498e+03,2.849e+04,3.953e+04
65.9,1.303e+03,1.119e+04,2.550e+04,3.799e+04
67.5,1.146e+03,1.318e+04,2.191e+04,3.624e+04
69.1,1.342e+03,1.876e+04,2.393e+04,4.404e+04
70.7,1.540e+03,2.146e+04,2.501e+04,4.801e+04
72.2,1.648e+03,2.723e+04,2.794e+04,5.681e+04
73.8,1.458e+03,3.266e+04,2.895e+04,6.307e+04
75.4,1.986e+03,3.625e+04,3.022e+04,6.846e+04
76.9,2.498e+03,4.234e+04,3.251e+04,7.735e+04
78.5,2.759e+03,4.959e+04,3.432e+04,8.667e+04
80.1,3.299e+03,5.563e+04,3.520e+04,9.413e+04
81.7,5.280e+03,7.070e+04,4.113e+04,1.171e+05
83.2,6.155e+03,8.926e+04,4.674e+04,1.422e+05
84.8,7.189e+03,1.076e+05,5.023e+04,1.650e+05
86.4,8.917e+03,1.349e+05,5.615e+04,2.000e+05
87.9,9.468e+03,1.421e+05,5.259e+04,2.042e+05
89.5,1.001e+04,1.982e+05,6.184e+04,2.700e+05
91.1,8.286e+03,2.080e+05,5.448e+04,2.708e+05
92.6,7.846e+03,1.790e+05,4.050e+04,2.273e+05
94.2,7.450e+03,1.428e+05,2.949e+04,1.797e+05
95.8,7.131e+03,1.308e+05,2.414e+04,1.621e+05
97.4,6.652e+03,9.565e+04,1.628e+04,1.186e+05
98.9,6.911e+03,8.234e+04,1.245e+04,1.017e+05
100.5,5.965e+03,6.256e+04,8.845e+03,7.737e+04
102.1,5.118e+03,3.783e+04,6.535e+03,4.948e+04
103.6,5.194e+03,2.753e+04,6.622e+03,3.935e+04
105.2,5.154e+03,1.879e+04,6.047e+03,2.999e+04
106.8,5.578e+03,1.338e+04,5.816e+03,2.477e+04
108.3,5.729e+03,1.017e+04,6.154e+03,2.205e+04
109.9,5.297e+03,7.126e+03,6.856e+03,1.928e+04
111.5,4.676e+03,6.762e+03,7.645e+03,1.908e+04
113.1,4.445e+03,6.152e+03,7.936e+03,1.853e+04
114.6,4.589e+03,7.042e+03,9.696e+03,2.133e+04
116.2,4.525e+03,7.170e+03,9.319e+03,2.101e+04
117.8,5.148e+03,6.610e+03,9.032e+03,2.079e+04
119.3,6.828e+03,6.467e+03,9.571e+03,2.287e+04
120.9,7.754e+03,6.155e+03,9.633e+03,2.354e+04
122.5,8.865e+03,5.847e+03,9.183e+03,2.389e+04
124.0,1.094e+04,5.062e+03,8.961e+03,2.497e+04
125.6,1.365e+04,4.635e+03,9.461e+03,2.774e+04
127.2,1.734e+04,4.452e+03,1.056e+04,3.235e+04
128.8,2.052e+04,4.358e+03,1.120e+04,3.607e+04
130.3,2.351e+04,3.768e+03,1.015e+04,3.743e+04
131.9,3.751e+04,4.921e+03,1.360e+04,5.603e+04
133.5,1.799e+04,2.548e+03,6.131e+03,2.667e+04
135.0,6.204e+03,7.516e+02,1.296e+03,8.251e+03
136.6,4.134e+03,4.077e+02,6.664e+02,5.209e+03
138.2,5.885e+03,4.460e+02,8.632e+02,7.194e+03
139.8,5.064e+03,3.817e+02,6.417e+02,6.087e+03
141.3,6.509e+03,6.256e+02,7.153e+02,7.850e+03
142.9,6.664e+03,8.909e+02,8.322e+02,8.387e+03
144.5,5.908e+03,1.010e+03,7.945e+02,7.713e+03
146.0,5.533e+03,1.008e+03,7.259e+02,7.266e+03
147.6,5.899e+03,9.297e+02,6.301e+02,7.459e+03
149.2,3.826e+03,4.561e+02,2.987e+02,4.580e+03
150.7,2.759e+03,2.325e+02,1.859e+02,3.177e+03
152.3,1.694e+03,3.040e+02,1.835e+02,2.181e+03
153.9,1.570e+03,4.433e+02,2.459e+02,2.260e+03
155.5,1.454e+03,6.646e+02,3.003e+02,2.419e+03
157.0,1.531e+03,1.070e+03,4.873e+02,3.088e+03
158.6,2.092e+03,1.854e+03,9.471e+02,4.893e+03
160.2,1.739e+03,2.366e+03,1.467e+03,5.572e+03
161.7,2.193e+03,2.921e+03,1.840e+03,6.954e+03
163.3,3.920e+03,3.578e+03,1.886e+03,9.384e+03
164.9,4.001e+03,3.575e+03,1.656e+03,9.232e+03
166.4,4.051e+03,3.478e+03,1.229e+03,8.758e+03
168.0,4.082e+03,3.532e+03,8.712e+02,8.485e+03
169.6,3.827e+03,2.698e+03,5.759e+02,7.101e+03
171.2,3.669e+03,3.036e+03,5.537e+02,7.260e+03
172.7,3.448e+03,3.498e+03,6.945e+02,7.641e+03
174.3,2.890e+03,3.276e+03,9.690e+02,7.135e+03
175.9,2.174e+03,3.566e+03,1.384e+03,7.124e+03
177.4,1.784e+03,3.998e+03,1.737e+03,7.519e+03
179.0,1.704e+03,4.508e+03,1.936e+03,8.148e+03
180.6,1.828e+03,5.294e+03,2.036e+03,9.158e+03
182.1,1.249e+03,4.939e+03,1.726e+03,7.915e+03
183.7,1.366e+03,5.468e+03,1.548e+03,8.382e+03
185.3,2.043e+03,6.718e+03,1.546e+03,1.031e+04
186.9,1.329e+03,4.426e+03,8.878e+02,6.643e+03
188.4,1.653e+03,4.652e+03,7.724e+02,7.078e+03
190.0,1.804e+03,5.624e+03,8.311e+02,8.259e+03
191.6,1.713e+03,5.236e+03,7.012e+02,7.651e+03
193.1,1.699e+03,4.944e+03,6.705e+02,7.313e+03
194.7,1.609e+03,4.541e+03,6.831e+02,6.833e+03
196.3,1.558e+03,4.029e+03,7.001e+02,6.288e+03
197.8,1.679e+03,3.909e+03,7.428e+02,6.331e+03
199.4,1.843e+03,4.087e+03,8.371e+02,6.766e+03
